date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:51	407/407	---M--	200	added ('OK')	text/css	date:Wed,%2024%20Jun%202020%2009:57:53%20GMT	http://adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/css/radiant-responsive-nav.css?ver=1594806157	adshapedigital.com/wp-content/plugins/radiantthemes-addons/assets/css/radiant-responsive-nav8a53.css	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:53	123627/123627	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2010:40:37%20GMT	http://adshapedigital.com/author/Dukafyadmin/page/2/	adshapedigital.com/author/Dukafyadmin/page/2/index.html	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:53	100114/100114	---MCZ	200	added ('OK')	text/html	date:Wed,%2015%20Jul%202020%2010:40:37%20GMT	http://adshapedigital.com/author/Dukafyadmin/page/3/	adshapedigital.com/author/Dukafyadmin/page/3/index.html	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:55	36919/36919	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/bootstrap.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/bootstrap.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:57	6911/6911	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/jquery.sidr.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/jquery.sidr.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:57	2461/2461	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/jquery.onePageNav.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/jquery.onePageNav.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:57	3278/3278	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/jquery.matchHeight-min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/jquery.matchHeight-min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:40:58	8343/8343	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/wow.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/wow.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:03	4324/4324	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/jquery.sticky.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/jquery.sticky.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:03	59928/59928	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/jquery.nicescroll.min.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/jquery.nicescroll.min7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
13:41:09	241/241	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Jun%202020%2009:51:06%20GMT	http://adshapedigital.com/wp-content/themes/qik/assets/js/loader.js?ver=1594806155	adshapedigital.com/wp-content/themes/qik/assets/js/loader7e94.js	(from http://adshapedigital.com/author/Dukafyadmin/)
